(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 91, 285/540,train loss is 0.019192596897482872
epoch 91, 300/540,train loss is 0.0088278753682971
epoch 91, 315/540,train loss is 0.00965766329318285
epoch 91, 330/540,train loss is 0.01640155352652073
epoch 91, 345/540,train loss is 0.014048857614398003
epoch 91, 360/540,train loss is 0.026864580810070038
epoch 91, 375/540,train loss is 0.01204627938568592
epoch 91, 390/540,train loss is 0.022901181131601334
epoch 91, 405/540,train loss is 0.0055573177523911
epoch 91, 420/540,train loss is 0.020558692514896393
epoch 91, 435/540,train loss is 0.01154474075883627
epoch 91, 450/540,train loss is 0.004752594977617264
epoch 91, 465/540,train loss is 0.012735623866319656
epoch 91, 480/540,train loss is 0.009916067123413086
epoch 91, 495/540,train loss is 0.010959022678434849
epoch 91, 510/540,train loss is 0.0111676761880517
epoch 91, 525/540,train loss is 0.014389018528163433
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014722, epoch test loss = 0.179736, Time 00:00:40
epoch 92, 0/540,train loss is 0.024798661470413208
epoch 92, 15/540,train loss is 0.010518284514546394
epoch 92, 30/540,train loss is 0.009189475327730179
epoch 92, 45/540,train loss is 0.02393878623843193
epoch 92, 60/540,train loss is 0.017246801406145096
epoch 92, 75/540,train loss is 0.009474447928369045
epoch 92, 90/540,train loss is 0.010920947417616844
epoch 92, 105/540,train loss is 0.012076960876584053
epoch 92, 120/540,train loss is 0.012958207167685032
epoch 92, 135/540,train loss is 0.006689081434160471
epoch 92, 150/540,train loss is 0.009918791241943836
epoch 92, 165/540,train loss is 0.02072562463581562
epoch 92, 180/540,train loss is 0.019004929810762405
epoch 92, 195/540,train loss is 0.01683940552175045
epoch 92, 210/540,train loss is 0.010174884460866451
epoch 92, 225/540,train loss is 0.013773183338344097
epoch 92, 240/540,train loss is 0.011694816872477531
epoch 92, 255/540,train loss is 0.008191258646547794
epoch 92, 270/540,train loss is 0.013500143773853779
epoch 92, 285/540,train loss is 0.019150616601109505
epoch 92, 300/540,train loss is 0.019467594102025032
epoch 92, 315/540,train loss is 0.00916043296456337
epoch 92, 330/540,train loss is 0.009871546179056168
epoch 92, 345/540,train loss is 0.01925007998943329
epoch 92, 360/540,train loss is 0.013560748659074306
epoch 92, 375/540,train loss is 0.014638468623161316
epoch 92, 390/540,train loss is 0.012865841388702393
epoch 92, 405/540,train loss is 0.011237293481826782
epoch 92, 420/540,train loss is 0.02399137243628502
epoch 92, 435/540,train loss is 0.01324842032045126
epoch 92, 450/540,train loss is 0.010077297687530518
epoch 92, 465/540,train loss is 0.015783213078975677
epoch 92, 480/540,train loss is 0.009001434780657291
epoch 92, 495/540,train loss is 0.015913598239421844
epoch 92, 510/540,train loss is 0.007246313150972128
epoch 92, 525/540,train loss is 0.011099019087851048
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014601, epoch test loss = 0.173189, Time 00:00:41
epoch 93, 0/540,train loss is 0.0033862499985843897
epoch 93, 15/540,train loss is 0.0168975330889225
epoch 93, 30/540,train loss is 0.008428709581494331
epoch 93, 45/540,train loss is 0.011159485206007957
epoch 93, 60/540,train loss is 0.012780122458934784
epoch 93, 75/540,train loss is 0.009050920605659485
epoch 93, 90/540,train loss is 0.013260094448924065
epoch 93, 105/540,train loss is 0.0069653368555009365
epoch 93, 120/540,train loss is 0.020176099613308907
epoch 93, 135/540,train loss is 0.012052278034389019
epoch 93, 150/540,train loss is 0.010843724943697453
epoch 93, 165/540,train loss is 0.008572923019528389
epoch 93, 180/540,train loss is 0.009721962735056877
epoch 93, 195/540,train loss is 0.01354666706174612
epoch 93, 210/540,train loss is 0.041024018079042435
epoch 93, 225/540,train loss is 0.010628757998347282
epoch 93, 240/540,train loss is 0.022532004863023758
epoch 93, 255/540,train loss is 0.005024190992116928
epoch 93, 270/540,train loss is 0.010225827805697918
epoch 93, 285/540,train loss is 0.013166653923690319
epoch 93, 300/540,train loss is 0.010000990703701973
epoch 93, 315/540,train loss is 0.00796214397996664
epoch 93, 330/540,train loss is 0.0146169513463974
epoch 93, 345/540,train loss is 0.007660293020308018
epoch 93, 360/540,train loss is 0.006737187970429659
epoch 93, 375/540,train loss is 0.010060710832476616
epoch 93, 390/540,train loss is 0.02906973473727703
epoch 93, 405/540,train loss is 0.015671567991375923
epoch 93, 420/540,train loss is 0.010431306436657906
epoch 93, 435/540,train loss is 0.04034515470266342
epoch 93, 450/540,train loss is 0.005928099155426025
epoch 93, 465/540,train loss is 0.012408530339598656
epoch 93, 480/540,train loss is 0.0037477624136954546
epoch 93, 495/540,train loss is 0.014292474836111069
epoch 93, 510/540,train loss is 0.011555676348507404
epoch 93, 525/540,train loss is 0.008165819570422173
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014259, epoch test loss = 0.183400, Time 00:00:40
epoch 94, 0/540,train loss is 0.025065703317523003
epoch 94, 15/540,train loss is 0.012239504605531693
epoch 94, 30/540,train loss is 0.01170497015118599
epoch 94, 45/540,train loss is 0.014889235608279705
epoch 94, 60/540,train loss is 0.01055082492530346
epoch 94, 75/540,train loss is 0.008676772005856037
epoch 94, 90/540,train loss is 0.01030826661735773
epoch 94, 105/540,train loss is 0.022404178977012634
epoch 94, 120/540,train loss is 0.01034000888466835
epoch 94, 135/540,train loss is 0.013692640699446201
epoch 94, 150/540,train loss is 0.009580669924616814
epoch 94, 165/540,train loss is 0.006571546662598848
epoch 94, 180/540,train loss is 0.006673954427242279
epoch 94, 195/540,train loss is 0.010850848630070686
epoch 94, 210/540,train loss is 0.01960710994899273
epoch 94, 225/540,train loss is 0.01477023120969534
epoch 94, 240/540,train loss is 0.01015894953161478
epoch 94, 255/540,train loss is 0.013756603933870792
epoch 94, 270/540,train loss is 0.008182913064956665
epoch 94, 285/540,train loss is 0.023293042555451393
epoch 94, 300/540,train loss is 0.013435320928692818
epoch 94, 315/540,train loss is 0.007628460880368948
epoch 94, 330/540,train loss is 0.01644606702029705
epoch 94, 345/540,train loss is 0.004395270720124245
epoch 94, 360/540,train loss is 0.0155646912753582
epoch 94, 375/540,train loss is 0.014352642931044102
epoch 94, 390/540,train loss is 0.009919989854097366
epoch 94, 405/540,train loss is 0.004507637117058039
epoch 94, 420/540,train loss is 0.02195354923605919
epoch 94, 435/540,train loss is 0.011181449517607689
epoch 94, 450/540,train loss is 0.020434629172086716
epoch 94, 465/540,train loss is 0.007424492854624987
epoch 94, 480/540,train loss is 0.0074011534452438354
epoch 94, 495/540,train loss is 0.013043360784649849
epoch 94, 510/540,train loss is 0.014351134188473225
epoch 94, 525/540,train loss is 0.007754110731184483
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014136, epoch test loss = 0.177006, Time 00:00:41
epoch 95, 0/540,train loss is 0.01348593458533287
epoch 95, 15/540,train loss is 0.01343594677746296
epoch 95, 30/540,train loss is 0.008728384971618652
epoch 95, 45/540,train loss is 0.005257940851151943
epoch 95, 60/540,train loss is 0.0061558568850159645
epoch 95, 75/540,train loss is 0.009196806699037552
epoch 95, 90/540,train loss is 0.012588417157530785
epoch 95, 105/540,train loss is 0.01738041080534458
epoch 95, 120/540,train loss is 0.021535489708185196
epoch 95, 135/540,train loss is 0.02212432771921158
epoch 95, 150/540,train loss is 0.009066986851394176
epoch 95, 165/540,train loss is 0.00921587459743023
epoch 95, 180/540,train loss is 0.009618432261049747
epoch 95, 195/540,train loss is 0.002330333925783634
epoch 95, 210/540,train loss is 0.008911016397178173
epoch 95, 225/540,train loss is 0.02004949375987053
epoch 95, 240/540,train loss is 0.011884273029863834
epoch 95, 255/540,train loss is 0.00998426042497158
epoch 95, 270/540,train loss is 0.01907333917915821
epoch 95, 285/540,train loss is 0.013803518377244473
epoch 95, 300/540,train loss is 0.009830293245613575
epoch 95, 315/540,train loss is 0.0070191239938139915
epoch 95, 330/540,train loss is 0.016163276508450508
epoch 95, 345/540,train loss is 0.012628406286239624
epoch 95, 360/540,train loss is 0.009317654184997082
epoch 95, 375/540,train loss is 0.02021227590739727
epoch 95, 390/540,train loss is 0.016642779111862183
epoch 95, 405/540,train loss is 0.011960170231759548
epoch 95, 420/540,train loss is 0.014091392047703266
epoch 95, 435/540,train loss is 0.003563894657418132
epoch 95, 450/540,train loss is 0.0176834799349308
epoch 95, 465/540,train loss is 0.008178784511983395
epoch 95, 480/540,train loss is 0.01237631868571043
epoch 95, 495/540,train loss is 0.009794970043003559
epoch 95, 510/540,train loss is 0.02778911218047142
epoch 95, 525/540,train loss is 0.010746887885034084
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.013944, epoch test loss = 0.188229, Time 00:00:41
saveing checkpoints/fcn_model_95.pt
epoch 96, 0/540,train loss is 0.011485095135867596
epoch 96, 15/540,train loss is 0.010271227918565273
epoch 96, 30/540,train loss is 0.008591488003730774
epoch 96, 45/540,train loss is 0.008211871609091759
epoch 96, 60/540,train loss is 0.009030137211084366
epoch 96, 75/540,train loss is 0.022816486656665802
epoch 96, 90/540,train loss is 0.01939806155860424
epoch 96, 105/540,train loss is 0.031436048448085785
epoch 96, 120/540,train loss is 0.014258651062846184
epoch 96, 135/540,train loss is 0.014190150424838066
epoch 96, 150/540,train loss is 0.00694583635777235
epoch 96, 165/540,train loss is 0.017278632149100304
epoch 96, 180/540,train loss is 0.012430379167199135
epoch 96, 195/540,train loss is 0.018411986529827118
epoch 96, 210/540,train loss is 0.025289272889494896
epoch 96, 225/540,train loss is 0.020046329125761986
epoch 96, 240/540,train loss is 0.023191317915916443
epoch 96, 255/540,train loss is 0.01659672148525715
epoch 96, 270/540,train loss is 0.008652682416141033
epoch 96, 285/540,train loss is 0.017868248745799065
epoch 96, 300/540,train loss is 0.007250106893479824
epoch 96, 315/540,train loss is 0.010285179130733013
epoch 96, 330/540,train loss is 0.007034200243651867
epoch 96, 345/540,train loss is 0.007047625724226236
epoch 96, 360/540,train loss is 0.010251155123114586
epoch 96, 375/540,train loss is 0.009954066015779972
epoch 96, 390/540,train loss is 0.004885845817625523
epoch 96, 405/540,train loss is 0.0071556707844138145
epoch 96, 420/540,train loss is 0.00858305487781763
epoch 96, 435/540,train loss is 0.01023242436349392
epoch 96, 450/540,train loss is 0.0077752419747412205
epoch 96, 465/540,train loss is 0.01725614257156849
epoch 96, 480/540,train loss is 0.01827932521700859
epoch 96, 495/540,train loss is 0.004327284172177315
epoch 96, 510/540,train loss is 0.009212195873260498
epoch 96, 525/540,train loss is 0.011046277359127998
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.013750, epoch test loss = 0.201865, Time 00:00:41
epoch 97, 0/540,train loss is 0.022046763449907303
epoch 97, 15/540,train loss is 0.00729518523439765
epoch 97, 30/540,train loss is 0.005854230839759111
epoch 97, 45/540,train loss is 0.018139144405722618
epoch 97, 60/540,train loss is 0.020305559039115906
epoch 97, 75/540,train loss is 0.020255114883184433
epoch 97, 90/540,train loss is 0.007510171737521887
epoch 97, 105/540,train loss is 0.011001278646290302
epoch 97, 120/540,train loss is 0.017700698226690292
epoch 97, 135/540,train loss is 0.01573805697262287
epoch 97, 150/540,train loss is 0.0085248202085495
epoch 97, 165/540,train loss is 0.020644884556531906
epoch 97, 180/540,train loss is 0.0156435314565897
epoch 97, 195/540,train loss is 0.01674162596464157
epoch 97, 210/540,train loss is 0.011077968403697014
epoch 97, 225/540,train loss is 0.006937991362065077
epoch 97, 240/540,train loss is 0.008589578792452812
epoch 97, 255/540,train loss is 0.012826438993215561
epoch 97, 270/540,train loss is 0.01873963512480259
epoch 97, 285/540,train loss is 0.01416860893368721
epoch 97, 300/540,train loss is 0.011708423495292664
epoch 97, 315/540,train loss is 0.009216255508363247
epoch 97, 330/540,train loss is 0.008386777713894844
epoch 97, 345/540,train loss is 0.007973731495440006
epoch 97, 360/540,train loss is 0.005945265293121338
epoch 97, 375/540,train loss is 0.020240701735019684
epoch 97, 390/540,train loss is 0.009554157964885235
epoch 97, 405/540,train loss is 0.010928669013082981
epoch 97, 420/540,train loss is 0.012273271568119526
epoch 97, 435/540,train loss is 0.014064522460103035
epoch 97, 450/540,train loss is 0.012829722836613655
epoch 97, 465/540,train loss is 0.019113833084702492
epoch 97, 480/540,train loss is 0.010820595547556877
epoch 97, 495/540,train loss is 0.007091274484992027
epoch 97, 510/540,train loss is 0.014137940481305122
epoch 97, 525/540,train loss is 0.01191580481827259
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.013533, epoch test loss = 0.181209, Time 00:00:41
epoch 98, 0/540,train loss is 0.018862424418330193
epoch 98, 15/540,train loss is 0.006644652225077152
epoch 98, 30/540,train loss is 0.01098881009966135
epoch 98, 45/540,train loss is 0.010461363941431046
epoch 98, 60/540,train loss is 0.018754057586193085
epoch 98, 75/540,train loss is 0.002311102347448468
epoch 98, 90/540,train loss is 0.006386798340827227
epoch 98, 105/540,train loss is 0.013172158971428871
epoch 98, 120/540,train loss is 0.0051270402036607265
epoch 98, 135/540,train loss is 0.014411786571145058
epoch 98, 150/540,train loss is 0.017663734033703804
epoch 98, 165/540,train loss is 0.02093239314854145
epoch 98, 180/540,train loss is 0.0077038356103003025
epoch 98, 195/540,train loss is 0.009000028483569622
epoch 98, 210/540,train loss is 0.011162074282765388
